district_id,district_short,state,job_title,population,percent_aa,percent_latino,percent_obama,primary_election_date,general_election_date,next_filing_date,election_result,notes
MS - District 21,District 21,MS,District Attorney,55017,68.52,3.53,70.12,,2019-11-05,2019-01-01,http://www.sos.ms.gov/Elections-Voting/Pages/2015-General-Election.aspx,
MS - District 22,District 22,MS,District Attorney,45476,63.56,2.10,68.80,,2019-11-05,2019-01-01,http://www.sos.ms.gov/Elections-Voting/Pages/2015-General-Election.aspx,
MS - District 3,District 3,MS,District Attorney,179654,29.19,3.60,41.88,,2019-11-05,2019-01-01,http://www.sos.ms.gov/Elections-Voting/Pages/2015-General-Election.aspx,
MS - District 4,District 4,MS,District Attorney,107876,72.19,1.70,71.59,,2019-11-05,2019-01-01,http://www.sos.ms.gov/Elections-Voting/Pages/2015-General-Election.aspx,
MS - District 5,District 5,MS,District Attorney,98227,39.17,1.39,41.11,,2019-11-05,2019-01-01,http://www.sos.ms.gov/Elections-Voting/Pages/2015-General-Election.aspx,
MS - District 6,District 6,MS,District Attorney,61390,51.06,4.55,53.69,,2019-11-05,2019-01-01,http://www.sos.ms.gov/Elections-Voting/Pages/2015-General-Election.aspx,
MS - District 7,District 7,MS,District Attorney,243729,70.80,1.60,71.50,,2019-11-05,2019-01-01,http://www.sos.ms.gov/Elections-Voting/Pages/2015-General-Election.aspx,
MS - District 8,District 8,MS,District Attorney,102951,32.47,4.84,37.84,,2019-11-05,2019-01-01,http://www.sos.ms.gov/Elections-Voting/Pages/2015-General-Election.aspx,
MS - District 9,District 9,MS,District Attorney,54027,50.45,1.95,52.78,,2019-11-05,2019-01-01,http://www.sos.ms.gov/Elections-Voting/Pages/2015-General-Election.aspx,
MT - Beaverhead,Beaverhead,MT,County Attorney,9345,0.40,3.70,28.50,,2018-11-06,2018-01-01,http://mtstandard.com/news/local/southwest-montana-election-scorecard/article_84a8d42b-5e02-5cd9-8e65-8264dbd8710c.html,
MT - Big Horn,Big Horn,MT,County Attorney,13282,0.40,5.60,62.30,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=02&name=Big%20Horn,
MT - Blaine,Blaine,MT,County Attorney,6619,0.20,2.30,56.50,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=03&name=Blaine,
MT - Broadwater,Broadwater,MT,County Attorney,5667,0.50,2.50,25.40,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=03&name=Blaine,
MT - Carbon,Carbon,MT,County Attorney,10399,0.50,2.30,36.70,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=03&name=Blaine,
MT - Carter,Carter,MT,County Attorney,1169,0.10,1.20,12.10,,2018-11-06,2018-01-01,,
MT - Cascade,Cascade,MT,County Attorney,82344,1.70,4.10,44.10,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=07&name=Cascade,
MT - Chouteau,Chouteau,MT,County Attorney,5894,0.20,2.20,34.60,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=08&name=Chouteau,
MT - Custer,Custer,MT,County Attorney,12092,0.60,3.00,34.20,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=09&name=Custer,
MT - Daniels,Daniels,MT,County Attorney,1793,0.30,2.00,23.50,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=10&name=Daniels,
MT - Dawson,Dawson,MT,County Attorney,9518,0.50,2.70,27.60,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=11&name=Dawson,
MT - Deer Lodge,Deer Lodge,MT,County Attorney,9150,0.40,3.10,64.10,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?eid=4&type=CTYALL&map=CTY&cty=12&name=Deer%20Lodge,
MT - Fallon,Fallon,MT,County Attorney,3108,0.20,1.70,16.90,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=13&name=Fallon,
MT - Fergus,Fergus,MT,County Attorney,11442,0.50,2.40,27.00,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=14&name=Fergus,
MT - Flathead,Flathead,MT,County Attorney,94924,0.40,2.70,32.00,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=15&name=Flathead,
MT - Gallatin,Gallatin,MT,County Attorney,97308,0.40,3.10,45.80,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=16&name=Gallatin,
MT - Garfield,Garfield,MT,County Attorney,1309,0.30,1.20,9.40,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=17&name=Garfield,
MT - Glacier,Glacier,MT,County Attorney,13696,0.20,2.70,65.70,,2018-11-06,2018-01-01,http://www.co.yellowstone.mt.gov/elections/results/Archives/General_Nov2014.htm,
MT - Golden Valley,Golden Valley,MT,County Attorney,852,0.70,4.10,23.00,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=19&name=Golden%20Valley,
MT - Granite,Granite,MT,County Attorney,3209,0.40,2.10,31.30,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=20&name=Granite,
MT - Hill,Hill,MT,County Attorney,16596,0.60,3.30,49.90,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=21&name=Hill,
MT - Jefferson,Jefferson,MT,County Attorney,11558,0.40,2.30,34.80,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=22&name=Jefferson,
MT - Judith Basin,Judith Basin,MT,County Attorney,1991,0.10,1.70,27.70,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=23&name=Judith%20Basin,
MT - Lake,Lake,MT,County Attorney,29099,0.40,4.10,43.60,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=24&name=Lake,
MT - Lewis & Clark,Lewis & Clark,MT,County Attorney,65856,0.50,3.00,46.90,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=25&name=Lewis%20%26%20Clark,
MT - Liberty,Liberty,MT,County Attorney,2359,0.30,0.70,25.80,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=26&name=Liberty,
MT - Lincoln,Lincoln,MT,County Attorney,19125,0.40,2.80,28.70,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=27&name=Lincoln,
MT - Madison,Madison,MT,County Attorney,7820,0.50,2.90,28.40,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=28&name=Madison,
MT - McCone,McCone,MT,County Attorney,1694,0.60,1.00,22.50,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=29&name=McCone,
MT - Meagher,Meagher,MT,County Attorney,1853,0.30,1.80,27.70,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=30&name=Meagher,
MT - Mineral,Mineral,MT,County Attorney,4257,0.50,2.80,34.60,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=31&name=Mineral,
MT - Missoula,Missoula,MT,County Attorney,112684,0.60,3.10,57.40,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=32&name=Missoula,
MT - Musselshell,Musselshell,MT,County Attorney,4589,0.60,3.40,20.40,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=33&name=Musselshell,
MT - Park,Park,MT,County Attorney,15880,0.30,2.80,43.10,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=34&name=Park,
MT - Petroleum,Petroleum,MT,County Attorney,485,0.00,1.20,16.40,,2018-11-06,2018-01-01,,
MT - Phillips,Phillips,MT,County Attorney,4192,0.10,2.10,21.10,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=36&name=Phillips,
MT - Pondera,Pondera,MT,County Attorney,6219,0.30,1.80,35.90,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=37&name=Pondera,
MT - Powder River,Powder River,MT,County Attorney,1783,0.10,2.00,16.60,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=38&name=Powder%20River,
MT - Powell,Powell,MT,County Attorney,6909,1.10,2.30,32.00,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=39&name=Powell,
MT - Prairie,Prairie,MT,County Attorney,1148,0.30,2.10,23.80,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=40&name=Prairie,
MT - Ravalli,Ravalli,MT,County Attorney,41030,0.50,3.30,32.80,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=41&name=Ravalli,
MT - Richland,Richland,MT,County Attorney,11576,0.50,4.80,21.60,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=42&name=Richland,
MT - Roosevelt,Roosevelt,MT,County Attorney,11332,0.30,2.50,56.80,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=43&name=Roosevelt,
MT - Rosebud,Rosebud,MT,County Attorney,9326,0.30,4.10,40.40,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=44&name=Rosebud,
MT - Sanders,Sanders,MT,County Attorney,11364,0.30,2.50,29.10,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=45&name=Sanders,
MT - Sheridan,Sheridan,MT,County Attorney,3696,0.40,2.20,34.50,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=46&name=Sheridan,
MT - Silver Bow,Silver Bow,MT,County Attorney,34680,0.50,4.20,64.80,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?eid=4&type=CTYALL&map=CTY&cty=47&name=Silver%20Bow,
MT - Stillwater,Stillwater,MT,County Attorney,9290,0.30,3.30,26.50,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=48&name=Stillwater,
MT - Sweet Grass,Sweet Grass,MT,County Attorney,3665,0.10,2.00,22.40,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=49&name=Sweet%20Grass,
MT - Teton,Teton,MT,County Attorney,6064,0.10,1.40,33.00,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=50&name=Teton,
MT - Toole,Toole,MT,County Attorney,5150,0.80,3.00,27.70,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=51&name=Toole,
MT - Treasure,Treasure,MT,County Attorney,692,0.10,2.70,25.10,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=52&name=Treasure,
MT - Valley,Valley,MT,County Attorney,7640,0.40,2.20,35.90,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=53&name=Valley,
MT - Wheatland,Wheatland,MT,County Attorney,2102,0.40,1.70,27.40,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=54&name=Wheatland,
MT - Wibaux,Wibaux,MT,County Attorney,1121,0.10,2.50,18.00,,2018-11-06,2018-01-01,http://electionresults.sos.mt.gov/resultsSW.aspx?type=CTYALL&map=CTY&cty=55&name=Wibaux,
MT - Yellowstone,Yellowstone,MT,County Attorney,155634,0.80,5.20,38.40,,2018-11-06,2018-01-01,http://www.co.yellowstone.mt.gov/elections/results/Archives/General_Nov2014.htm,
NC - District 1,District 1,NC,District Attorney,149803,20.58,4.31,44.44,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 10,District 10,NC,District Attorney,998691,21.30,10.00,54.90,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 11A,District 11A,NC,District Attorney,367751,18.56,13.87,38.40,2016-03-15,2016-11-08,2015-12-21,http://results.enr.clarityelections.com/NC/42923/123365/Web01/en/summary.html,
NC - District 12,District 12,NC,District Attorney,326328,37.60,11.00,59.40,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 13,District 13,NC,District Attorney,210446,20.28,5.30,42.17,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 14,District 14,NC,District Attorney,294460,38.60,13.40,75.80,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 15A,District 15A,NC,District Attorney,155792,19.50,12.10,42.60,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 15B,District 15B,NC,District Attorney,209118,12.50,9.85,64.39,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 16A,District 16A,NC,District Attorney,87187,36.30,8.58,58.55,2016-03-15,2016-11-08,2015-12-21,http://results.enr.clarityelections.com/NC/42923/123365/Web01/en/summary.html,
NC - District 16B,District 16B,NC,District Attorney,134760,24.70,8.10,58.20,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 16C,District 16C,NC,District Attorney,71498,37.60,5.35,55.18,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 17A,District 17A,NC,District Attorney,91696,19.00,5.90,38.90,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 17B,District 17B,NC,District Attorney,119387,4.14,7.30,29.59,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 18,District 18,NC,District Attorney,512119,34.00,7.60,57.70,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 19A,District 19A,NC,District Attorney,192103,17.10,10.00,39.30,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 19B,District 19B,NC,District Attorney,170173,8.34,11.76,27.05,2016-03-15,2016-11-08,2015-12-21,http://results.enr.clarityelections.com/NC/42923/123365/Web01/en/summary.html,
NC - District 19C,District 19C,NC,District Attorney,138630,16.60,8.20,36.30,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 19D,District 19D,NC,District Attorney,93077,13.00,6.30,35.60,2016-03-15,2016-11-08,2015-12-21,http://results.enr.clarityelections.com/NC/42923/123365/Web01/en/summary.html,
NC - District 2,District 2,NC,District Attorney,93400,33.61,6.15,46.52,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 20A,District 20A,NC,District Attorney,60600,11.30,3.90,29.40,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 20B,District 20B,NC,District Attorney,218568,12.10,11.00,34.30,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 21,District 21,NC,District Attorney,365298,27.10,12.60,53.00,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 22A,District 22A,NC,District Attorney,204067,11.05,6.77,32.76,2016-03-15,2016-11-08,2015-12-21,http://results.enr.clarityelections.com/NC/42923/123365/Web01/en/summary.html,
NC - District 22B,District 22B,NC,District Attorney,205506,8.82,6.72,28.78,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 23,District 23,NC,District Attorney,144635,3.39,7.26,27.98,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 24,District 24,NC,District Attorney,124415,1.99,3.87,40.14,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 25,District 25,NC,District Attorney,325504,7.37,7.07,36.80,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 26,District 26,NC,District Attorney,1012539,32.20,12.70,60.70,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 27A,District 27A,NC,District Attorney,211127,16.10,6.40,36.70,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 27B,District 27B,NC,District Attorney,176705,14.10,4.95,35.09,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=1,Filing deadline in December
NC - District 28,District 28,NC,District Attorney,250539,6.50,6.50,55.30,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=2,Filing deadline in December
NC - District 29A,District 29A,NC,District Attorney,111565,7.56,4.66,32.93,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=3,Filing deadline in December
NC - District 29B,District 29B,NC,District Attorney,164551,3.68,8.02,37.07,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=4,Filing deadline in December
NC - District 30,District 30,NC,District Attorney,194967,1.56,4.39,38.29,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=5,Filing deadline in December
NC - District 3A,District 3A,NC,District Attorney,175354,34.80,5.90,53.10,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 3B,District 3B,NC,District Attorney,186269,15.86,5.82,35.83,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 4,District 4,NC,District Attorney,257547,18.77,14.01,40.05,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 5,District 5,NC,District Attorney,272548,15.05,5.61,45.53,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 6,District 6,NC,District Attorney,117847,56.86,2.63,67.29,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 7,District 7,NC,District Attorney,230691,43.90,7.26,55.42,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 8,District 8,NC,District Attorney,204034,34.99,10.44,46.82,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 9,District 9,NC,District Attorney,186205,36.92,7.25,55.26,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
NC - District 9A,District 9A,NC,District Attorney,62214,29.60,3.98,45.67,,2018-11-06,2018-01-01,http://enr.ncsbe.gov/?election_dt=11/04/2014&county_id=0&office=JUD&contest=0,Filing deadline in December
ND - Adams,Adams,ND,State's Attorney,2384,0.80,1.20,25.50,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsSW.aspx?text=Race&type=CTYSPEC&map=CTY&cty=23&name=LaMoure,
ND - Barnes,Barnes,ND,State's Attorney,11144,1.50,1.60,43.40,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsSW.aspx?text=Race&type=CTYSPEC&map=CTY&cty=23&name=LaMoure,
ND - Benson,Benson,ND,State's Attorney,6833,0.10,2.20,57.30,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsSW.aspx?text=Race&type=CTYSPEC&map=CTY&cty=23&name=LaMoure,
ND - Billings,Billings,ND,State's Attorney,901,0.60,1.80,15.40,,2018-11-06,2018-01-01,http://www.billingscountynd.gov/documents/January32012.pdf,
ND - Bottineau,Bottineau,ND,State's Attorney,6650,0.70,2.00,33.30,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Bowman,Bowman,ND,State's Attorney,3247,0.30,4.70,23.80,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Burke,Burke,ND,State's Attorney,2245,0.60,2.10,22.50,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Burleigh,Burleigh,ND,State's Attorney,90503,1.20,1.90,32.50,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Cass,Cass,ND,State's Attorney,167005,3.70,2.40,47.00,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Cavalier,Cavalier,ND,State's Attorney,3855,0.30,1.10,39.50,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Dickey,Dickey,ND,State's Attorney,5150,1.00,3.40,33.60,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Divide,Divide,ND,State's Attorney,2432,0.70,3.90,33.10,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Dunn,Dunn,ND,State's Attorney,4399,0.60,3.80,25.00,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Eddy,Eddy,ND,State's Attorney,2377,0.30,3.10,42.00,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Emmons,Emmons,ND,State's Attorney,3422,0.10,1.10,20.30,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Foster,Foster,ND,State's Attorney,3362,0.30,1.20,36.10,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Golden Valley,Golden Valley,ND,State's Attorney,1825,0.80,2.70,17.50,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Grand Forks,Grand Forks,ND,State's Attorney,70138,3.50,3.80,46.70,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Grant,Grant,ND,State's Attorney,2361,0.00,1.00,23.60,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Griggs,Griggs,ND,State's Attorney,2319,0.40,0.80,39.90,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Hettinger,Hettinger,ND,State's Attorney,2660,0.60,2.30,23.00,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Kidder,Kidder,ND,State's Attorney,2424,0.50,3.80,29.60,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - LaMoure,LaMoure,ND,State's Attorney,4149,0.30,1.10,33.80,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - Logan,Logan,ND,State's Attorney,1944,0.30,0.90,21.60,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - McHenry,McHenry,ND,State's Attorney,5988,0.30,2.60,34.80,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - McIntosh,McIntosh,ND,State's Attorney,2801,0.30,2.10,30.00,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - McKenzie,McKenzie,ND,State's Attorney,10996,1.20,6.80,26.90,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
ND - McLean,McLean,ND,State's Attorney,9578,0.30,2.10,33.80,,2018-11-06,2018-01-01,http://results.sos.nd.gov/resultsCountyList.aspx?text=Race&type=CTYSPEC&map=CTY,
