,fips_code,county_name,district,state,GEO_display-label,id,first_name,last_name,gender,race,party,is_incumbent,is_running,is_appointed,won_primary,first_year_elected,last_year_elected,percent_vote,next_election,wa,ba,ia,aa,na,hispanic,tot_tom,tot_persons_color,total_pop,perc_persons_color,majority-minority
2616,48281,Lampasas,TX - Lampasas,TX,"Lampasas County, Texas",7049,Henry,Garza,Male,Hispanic or Latino,26,Yes,Not Sure,No,,,2012,,2016,14846.0,773.0,154.0,232.0,48.0,3913.0,622.0,5742.0,20588,0.278900330289,majority
2624,48297,Live Oak,TX - 156th Judicial District,TX,"Live Oak County, Texas",6849,Jose,Aliseda,Male,Hispanic or Latino,26,Yes,Yes,No,Yes,,2012,,2016,6770.0,523.0,86.0,68.0,3.0,4657.0,122.0,5459.0,12229,0.446397906615,majority
2630,48309,McLennan,TX - McLennan,TX,"McLennan County, Texas",7072,Abel,Reyna,Male,Hispanic or Latino,26,Yes,Not Sure,No,,,2014,,2018,139454.0,34981.0,752.0,3764.0,130.0,61871.0,4719.0,106217.0,245671,0.432354653174,majority
2631,48311,McMullen,TX - 156th Judicial District,TX,"McMullen County, Texas",6849,Jose,Aliseda,Male,Hispanic or Latino,26,Yes,Yes,No,Yes,,2012,,2016,472.0,11.0,5.0,7.0,0.0,303.0,22.0,348.0,820,0.424390243902,majority
2724,48493,Wilson,TX - 81st Judicial District,TX,"Wilson County, Texas",6841,Rene,Pena,Male,Hispanic or Latino,10,Yes,Yes,No,Yes,,2012,,2016,27425.0,734.0,174.0,195.0,13.0,18289.0,690.0,20095.0,47520,0.422874579125,majority
2749,49035,Salt Lake,UT - Salt Lake,UT,"Salt Lake County, Utah",7227,Sim,Gill,Male,Asian American or Pacific Islander,10,Yes,Not Sure,No,,2011,2014,,2018,799473.0,17161.0,7398.0,43976.0,17093.0,192577.0,29636.0,307841.0,1107314,0.278006960988,majority
2799,51049,Cumberland,VA - Cumberland,VA,"Cumberland County, Virginia",7283,Patricia D,Scales,Female,Black or African American,10,Yes,Not Sure,No,,,2015,,2019,6111.0,3074.0,34.0,38.0,0.0,239.0,223.0,3608.0,9719,0.37123160819,majority
2802,51057,Essex,VA - Essex,VA,"Essex County, Virginia",7287,Vince S.,Donoghue,Male,Black or African American,26,Yes,Not Sure,No,,,2015,,2019,6144.0,4181.0,52.0,114.0,2.0,355.0,282.0,4986.0,11130,0.447978436658,majority
2822,51097,King and Queen,VA - King and Queen,VA,"King and Queen County, Virginia",7312,Charles E.,Adkins,Male,Black or African American,19,Yes,Not Sure,No,,,2015,,2019,4714.0,1890.0,115.0,30.0,1.0,230.0,178.0,2444.0,7158,0.341436155351,majority
2845,51147,Prince Edward,VA - Prince Edward,VA,"Prince Edward County, Virginia",7343,Megan,Clark,Female,Black or African American,10,Yes,Not Sure,No,,,2015,,2019,14346.0,7319.0,57.0,290.0,19.0,523.0,398.0,8606.0,22952,0.374956430812,majority
2863,51185,Tazewell,VA - Tazewell,VA,"Tazewell County, Virginia",7364,Michael Lee,Dennis,Male,Asian American or Pacific Islander,10,Yes,Not Sure,No,,,2015,,2019,40221.0,1472.0,72.0,313.0,7.0,357.0,457.0,2678.0,42899,0.0624256975687,majority
2903,53043,Lincoln,WA - Lincoln,WA,"Lincoln County, Washington",7394,Jeff,Barkdull,Male,Unknown or Other,26,Yes,Not Sure,No,,,2014,,2018,9442.0,40.0,176.0,79.0,11.0,308.0,265.0,879.0,10321,0.0851661660692,majority
2907,53051,Pend Oreille,WA - Pend Oreille,WA,"Pend Oreille County, Washington",7398,Dolly,Hunt,Female,Black or African American,26,Yes,Not Sure,No,,,2014,,2018,11631.0,88.0,466.0,101.0,15.0,393.0,394.0,1457.0,13088,0.111323349633,majority
2957,54073,Pleasants,WV - Pleasants,WV,"Pleasants County, West Virginia",7464,Carl,Bryant,Male,Unknown or Other,10,Yes,Yes,No,No,,2012,,2016,7375.0,111.0,15.0,12.0,0.0,69.0,92.0,299.0,7674,0.0389627313005,majority
2988,55025,Dane,WI - Dane,WI,"Dane County, Wisconsin",7508,Ismael,Ozanne,Male,Black or African American,10,Yes,Yes,No,Yes,2010,2012,,2016,420555.0,26748.0,1475.0,30178.0,174.0,31280.0,13233.0,103088.0,523643,0.196866949429,majority
3172,09003,Hartford,CT - Hartford Judical District,CT,"Hartford County, Connecticut",Fusion-29,Gail P.,Hardy,Female,Black or African American,,Yes,,Yes,,2007,,,,561760.0,116319.0,1435.0,45805.0,259.0,149384.0,20879.0,334081.0,895841,0.372924436368,majority
3197,34003,Bergen,NJ - Newark Judicial District,NJ,"Bergen County, New Jersey",Fusion-12,Esther,Suarez,Female,Hispanic or Latino,,Yes,,Yes,,2015,,,,541548.0,51121.0,965.0,154273.0,271.0,171546.0,18782.0,396958.0,938506,0.422967993811,majority
3198,34003,Bergen,NJ - Newark Judicial District,NJ,"Bergen County, New Jersey",Fusion-19,Camelia M.,Valdez,Female,Hispanic or Latino,,Yes,,Yes,,2009,2015,,,541548.0,51121.0,965.0,154273.0,271.0,171546.0,18782.0,396958.0,938506,0.422967993811,majority
3200,34003,Bergen,NJ - Newark Judicial District,NJ,"Bergen County, New Jersey",Fusion-23,Grace H.,Park,Female,Asian American or Pacific Islander,,Yes,,Yes,,2013,,,,541548.0,51121.0,965.0,154273.0,271.0,171546.0,18782.0,396958.0,938506,0.422967993811,majority
3201,34003,Bergen,NJ - Newark Judicial District,NJ,"Bergen County, New Jersey",Fusion-5,Gurbir,Grewal,Male,Asian American or Pacific Islander,,Yes,,Yes,,2016,,,,541548.0,51121.0,965.0,154273.0,271.0,171546.0,18782.0,396958.0,938506,0.422967993811,majority
3273,34027,Morris,NJ - Newark Judicial District,NJ,"Morris County, New Jersey",Fusion-12,Esther,Suarez,Female,Hispanic or Latino,,Yes,,Yes,,2015,,,,359361.0,15824.0,409.0,51290.0,115.0,63521.0,8989.0,140148.0,499509,0.280571521234,majority
3274,34027,Morris,NJ - Newark Judicial District,NJ,"Morris County, New Jersey",Fusion-19,Camelia M.,Valdez,Female,Hispanic or Latino,,Yes,,Yes,,2009,2015,,,359361.0,15824.0,409.0,51290.0,115.0,63521.0,8989.0,140148.0,499509,0.280571521234,majority
3276,34027,Morris,NJ - Newark Judicial District,NJ,"Morris County, New Jersey",Fusion-23,Grace H.,Park,Female,Asian American or Pacific Islander,,Yes,,Yes,,2013,,,,359361.0,15824.0,409.0,51290.0,115.0,63521.0,8989.0,140148.0,499509,0.280571521234,majority
3277,34027,Morris,NJ - Newark Judicial District,NJ,"Morris County, New Jersey",Fusion-5,Gurbir,Grewal,Male,Asian American or Pacific Islander,,Yes,,Yes,,2016,,,,359361.0,15824.0,409.0,51290.0,115.0,63521.0,8989.0,140148.0,499509,0.280571521234,majority
3306,34037,Sussex,NJ - Newark Judicial District,NJ,"Sussex County, New Jersey",Fusion-12,Esther,Suarez,Female,Hispanic or Latino,,Yes,,Yes,,2015,,,,125104.0,2954.0,160.0,2818.0,35.0,10494.0,2108.0,18569.0,143673,0.129244882476,majority
3307,34037,Sussex,NJ - Newark Judicial District,NJ,"Sussex County, New Jersey",Fusion-19,Camelia M.,Valdez,Female,Hispanic or Latino,,Yes,,Yes,,2009,2015,,,125104.0,2954.0,160.0,2818.0,35.0,10494.0,2108.0,18569.0,143673,0.129244882476,majority
3309,34037,Sussex,NJ - Newark Judicial District,NJ,"Sussex County, New Jersey",Fusion-23,Grace H.,Park,Female,Asian American or Pacific Islander,,Yes,,Yes,,2013,,,,125104.0,2954.0,160.0,2818.0,35.0,10494.0,2108.0,18569.0,143673,0.129244882476,majority
3310,34037,Sussex,NJ - Newark Judicial District,NJ,"Sussex County, New Jersey",Fusion-5,Gurbir,Grewal,Male,Asian American or Pacific Islander,,Yes,,Yes,,2016,,,,125104.0,2954.0,160.0,2818.0,35.0,10494.0,2108.0,18569.0,143673,0.129244882476,majority
3407,51510,Alexandria City,VA - Alexandria City,VA,"Alexandria city, Virginia",7255,Bryan,Porter,Male,Black or African American,10,Yes,Not Sure,No,,,2013,,2017,79994.0,32986.0,319.0,10532.0,115.0,24636.0,4929.0,73517.0,153511,0.478903791911,majority
3414,51630,Fredericksburg City,VA - Fredericksburg City,VA,"Fredericksburg city, Virginia",7296,Labravia Jones,Jenkins,Female,Black or African American,19,Yes,Not Sure,No,,,2013,,2017,16700.0,6417.0,77.0,753.0,21.0,3086.0,1064.0,11418.0,28118,0.40607440074,majority
