,fips_code,county_name,district,state,notes_x,id,first_name,last_name,image,gender,race,party,is_incumbent,is_running,is_appointed,won_primary,election,first_year_elected,last_year_elected,percent_vote,notes_y,district_id,next_election,_merge,Notes,Missing FIPS,Source 
11,1011,Bullock,AL - 3rd Circuit,AL,,4290,Ben,Reeves,,M,C,10,Yes,Yes,No,,AL - 3rd Circuit - 2016,2010,2010,,,AL - 3rd Circuit,2016,both,,,
12,1007,Bibb,AL - 4th Circuit,AL,,4291,Michael,Jackson,,M,AA,10,Yes,Yes,No,Yes,AL - 4th Circuit - 2016,2010,2010,,,AL - 4th Circuit,2016,both,,,
13,1007,Bibb,AL - 4th Circuit,AL,,4292,Faya,Toure,,F,AA,10,No,Yes,No,No,AL - 4th Circuit - 2016,,,,,AL - 4th Circuit,2016,both,,,
14,1047,Dallas,AL - 4th Circuit,AL,,4291,Michael,Jackson,,M,AA,10,Yes,Yes,No,Yes,AL - 4th Circuit - 2016,2010,2010,,,AL - 4th Circuit,2016,both,,,
15,1047,Dallas,AL - 4th Circuit,AL,,4292,Faya,Toure,,F,AA,10,No,Yes,No,No,AL - 4th Circuit - 2016,,,,,AL - 4th Circuit,2016,both,,,
16,1065,Hale,AL - 4th Circuit,AL,,4291,Michael,Jackson,,M,AA,10,Yes,Yes,No,Yes,AL - 4th Circuit - 2016,2010,2010,,,AL - 4th Circuit,2016,both,,,
17,1065,Hale,AL - 4th Circuit,AL,,4292,Faya,Toure,,F,AA,10,No,Yes,No,No,AL - 4th Circuit - 2016,,,,,AL - 4th Circuit,2016,both,,,
18,1105,Perry,AL - 4th Circuit,AL,,4291,Michael,Jackson,,M,AA,10,Yes,Yes,No,Yes,AL - 4th Circuit - 2016,2010,2010,,,AL - 4th Circuit,2016,both,,,
19,1105,Perry,AL - 4th Circuit,AL,,4292,Faya,Toure,,F,AA,10,No,Yes,No,No,AL - 4th Circuit - 2016,,,,,AL - 4th Circuit,2016,both,,,
20,1131,Wilcox,AL - 4th Circuit,AL,,4291,Michael,Jackson,,M,AA,10,Yes,Yes,No,Yes,AL - 4th Circuit - 2016,2010,2010,,,AL - 4th Circuit,2016,both,,,
21,1131,Wilcox,AL - 4th Circuit,AL,,4292,Faya,Toure,,F,AA,10,No,Yes,No,No,AL - 4th Circuit - 2016,,,,,AL - 4th Circuit,2016,both,,,
22,1009,Blount,AL - 41st Circuit,AL,,4356,Pamela,Casey,,F,C,26,Yes,Yes,No,Yes,AL - 41st Circuit - 2016,2011,2010,,,AL - 41st Circuit,2016,both,,,
23,1009,Blount,AL - 41st Circuit,AL,,4357,Scott,McPherson,,M,C,26,No,Yes,No,No,AL - 41st Circuit - 2016,,,,,AL - 41st Circuit,2016,both,,,
24,1013,Butler,AL - 2nd Circuit,AL,,4288,William Morgan,"Rayborn, Jr.",,M,C,26,No,Yes,No,,AL - 2nd Circuit - 2016,,,,,AL - 2nd Circuit,2016,both,,,
25,1013,Butler,AL - 2nd Circuit,AL,,4289,Charlotte,Tesmer,,F,C,10,Yes,Yes,Yes,,AL - 2nd Circuit - 2016,2012,,,,AL - 2nd Circuit,2016,both,,,
26,1041,Crenshaw,AL - 2nd Circuit,AL,,4288,William Morgan,"Rayborn, Jr.",,M,C,26,No,Yes,No,,AL - 2nd Circuit - 2016,,,,,AL - 2nd Circuit,2016,both,,,
27,1041,Crenshaw,AL - 2nd Circuit,AL,,4289,Charlotte,Tesmer,,F,C,10,Yes,Yes,Yes,,AL - 2nd Circuit - 2016,2012,,,,AL - 2nd Circuit,2016,both,,,
28,1085,Lowndes,AL - 2nd Circuit,AL,,4288,William Morgan,"Rayborn, Jr.",,M,C,26,No,Yes,No,,AL - 2nd Circuit - 2016,,,,,AL - 2nd Circuit,2016,both,,,
29,1085,Lowndes,AL - 2nd Circuit,AL,,4289,Charlotte,Tesmer,,F,C,10,Yes,Yes,Yes,,AL - 2nd Circuit - 2016,2012,,,,AL - 2nd Circuit,2016,both,,,
30,1015,Calhoun,AL - 7th Circuit,AL,,4300,Brian,McVeigh,,M,C,26,Yes,Yes,Yes,,AL - 7th Circuit - 2016,2011,2010,,,AL - 7th Circuit,2016,both,,,
31,1029,Cleburne,AL - 7th Circuit,AL,,4300,Brian,McVeigh,,M,C,26,Yes,Yes,Yes,,AL - 7th Circuit - 2016,2011,2010,,,AL - 7th Circuit,2016,both,,,
32,1017,Chambers,AL - 5th Circuit,AL,,4296,D. Jeremy,Duerr,,M,C,10,No,Yes,No,,AL - 5th Circuit - 2016,,,,,AL - 5th Circuit,2016,both,,,
33,1017,Chambers,AL - 5th Circuit,AL,,4294,William,Harris,,M,C,26,No,Yes,No,Yes,AL - 5th Circuit - 2016,,,,,AL - 5th Circuit,2016,both,,,
34,1017,Chambers,AL - 5th Circuit,AL,,4293,E. Paul,Jones,,M,C,10,Yes,No,No,,AL - 5th Circuit - 2016,2004,2010,,,AL - 5th Circuit,2016,both,,,
35,1017,Chambers,AL - 5th Circuit,AL,,4295,Damon,Lewis,,M,C,26,No,Yes,No,No,AL - 5th Circuit - 2016,,,,,AL - 5th Circuit,2016,both,,,
36,1087,Macon,AL - 5th Circuit,AL,,4296,D. Jeremy,Duerr,,M,C,10,No,Yes,No,,AL - 5th Circuit - 2016,,,,,AL - 5th Circuit,2016,both,,,
37,1087,Macon,AL - 5th Circuit,AL,,4294,William,Harris,,M,C,26,No,Yes,No,Yes,AL - 5th Circuit - 2016,,,,,AL - 5th Circuit,2016,both,,,
38,1087,Macon,AL - 5th Circuit,AL,,4293,E. Paul,Jones,,M,C,10,Yes,No,No,,AL - 5th Circuit - 2016,2004,2010,,,AL - 5th Circuit,2016,both,,,
39,1087,Macon,AL - 5th Circuit,AL,,4295,Damon,Lewis,,M,C,26,No,Yes,No,No,AL - 5th Circuit - 2016,,,,,AL - 5th Circuit,2016,both,,,
40,1111,Randolph,AL - 5th Circuit,AL,,4296,D. Jeremy,Duerr,,M,C,10,No,Yes,No,,AL - 5th Circuit - 2016,,,,,AL - 5th Circuit,2016,both,,,
41,1111,Randolph,AL - 5th Circuit,AL,,4294,William,Harris,,M,C,26,No,Yes,No,Yes,AL - 5th Circuit - 2016,,,,,AL - 5th Circuit,2016,both,,,
42,1111,Randolph,AL - 5th Circuit,AL,,4293,E. Paul,Jones,,M,C,10,Yes,No,No,,AL - 5th Circuit - 2016,2004,2010,,,AL - 5th Circuit,2016,both,,,
43,1111,Randolph,AL - 5th Circuit,AL,,4295,Damon,Lewis,,M,C,26,No,Yes,No,No,AL - 5th Circuit - 2016,,,,,AL - 5th Circuit,2016,both,,,
44,1123,Tallapoosa,AL - 5th Circuit,AL,,4296,D. Jeremy,Duerr,,M,C,10,No,Yes,No,,AL - 5th Circuit - 2016,,,,,AL - 5th Circuit,2016,both,,,
45,1123,Tallapoosa,AL - 5th Circuit,AL,,4294,William,Harris,,M,C,26,No,Yes,No,Yes,AL - 5th Circuit - 2016,,,,,AL - 5th Circuit,2016,both,,,
46,1123,Tallapoosa,AL - 5th Circuit,AL,,4293,E. Paul,Jones,,M,C,10,Yes,No,No,,AL - 5th Circuit - 2016,2004,2010,,,AL - 5th Circuit,2016,both,,,
47,1123,Tallapoosa,AL - 5th Circuit,AL,,4295,Damon,Lewis,,M,C,26,No,Yes,No,No,AL - 5th Circuit - 2016,,,,,AL - 5th Circuit,2016,both,,,
48,1019,Cherokee,AL - 9th Circuit,AL,,4302,Michael,O'Dell,,M,C,10,Yes,Yes,No,,AL - 9th Circuit - 2016,1996,2010,,switched from Democratic to Republican affiliation in 2013,AL - 9th Circuit,2016,both,,,
49,1049,DeKalb,AL - 9th Circuit,AL,,4302,Michael,O'Dell,,M,C,10,Yes,Yes,No,,AL - 9th Circuit - 2016,1996,2010,,switched from Democratic to Republican affiliation in 2013,AL - 9th Circuit,2016,both,,,
50,1023,Choctaw,AL - 1st Circuit,AL,,4287,Spencer,Walker,,M,C,10,Yes,Yes,No,,AL - 1st Circuit - 2016,2005,2010,,,AL - 1st Circuit,2016,both,,,
51,1025,Clarke,AL - 1st Circuit,AL,,4287,Spencer,Walker,,M,C,10,Yes,Yes,No,,AL - 1st Circuit - 2016,2005,2010,,,AL - 1st Circuit,2016,both,,,
52,1129,Washington,AL - 1st Circuit,AL,,4287,Spencer,Walker,,M,C,10,Yes,Yes,No,,AL - 1st Circuit - 2016,2005,2010,,,AL - 1st Circuit,2016,both,,,
53,1027,Clay,AL - 40th Circuit,AL,,4353,Amy,Newsome,,F,C,26,No,Yes,No,No,AL - 40th Circuit - 2016,,,,,AL - 40th Circuit,2016,both,,,
54,1027,Clay,AL - 40th Circuit,AL,,4352,Fred ,Thompson,,M,C,10,Yes,No,No,,AL - 40th Circuit - 2016,,2010,,,AL - 40th Circuit,2016,both,,,
55,1027,Clay,AL - 40th Circuit,AL,,4354,John Keith,Warren,,M,C,26,No,Yes,No,No,AL - 40th Circuit - 2016,,,,,AL - 40th Circuit,2016,both,,,
56,1027,Clay,AL - 40th Circuit,AL,,4355,Jeffrey,Willis,,M,C,26,No,Yes,No,Yes,AL - 40th Circuit - 2016,,,,,AL - 40th Circuit,2016,both,,,
57,1037,Coosa,AL - 40th Circuit,AL,,4353,Amy,Newsome,,F,C,26,No,Yes,No,No,AL - 40th Circuit - 2016,,,,,AL - 40th Circuit,2016,both,,,
58,1037,Coosa,AL - 40th Circuit,AL,,4352,Fred ,Thompson,,M,C,10,Yes,No,No,,AL - 40th Circuit - 2016,,2010,,,AL - 40th Circuit,2016,both,,,
59,1037,Coosa,AL - 40th Circuit,AL,,4354,John Keith,Warren,,M,C,26,No,Yes,No,No,AL - 40th Circuit - 2016,,,,,AL - 40th Circuit,2016,both,,,
60,1037,Coosa,AL - 40th Circuit,AL,,4355,Jeffrey,Willis,,M,C,26,No,Yes,No,Yes,AL - 40th Circuit - 2016,,,,,AL - 40th Circuit,2016,both,,,
61,1031,Coffee,AL - 12th Circuit,AL,,4312,Tom,Anderson,,M,C,26,Yes,Yes,No,,AL - 12th Circuit - 2016,2011,2010,,http://www.alreporter.com/five-elected-officials-switch-to-gop/,AL - 12th Circuit,2016,both,,,
62,1109,Pike,AL - 12th Circuit,AL,,4312,Tom,Anderson,,M,C,26,Yes,Yes,No,,AL - 12th Circuit - 2016,2011,2010,,http://www.alreporter.com/five-elected-officials-switch-to-gop/,AL - 12th Circuit,2016,both,,,
63,1033,Colbert,AL - 31st Circuit,AL,,4340,Bryce,"Graham, Jr.",,M,C,10,Yes,Yes,No,,AL - 31st Circuit - 2016,,2010,,,AL - 31st Circuit,2016,both,,,
